EVENT_NAME	STATUS	EVENT_TYPE	EXECUTE_AT	INTERVAL_VALUE	INTERVAL_FIELD	LAST_EXECUTED
communication_event_school_events	fk_comm_event_school_source	FOREIGN KEY
communication_recipient_endpoints	fk_endpoint_recipient	FOREIGN KEY
communication_template_channels	fk_comm_template_channel_version	FOREIGN KEY
communication_template_values	fk_comm_template_value_communication	FOREIGN KEY
communication_template_variables	fk_comm_template_variable_channel	FOREIGN KEY
communication_template_versions	fk_comm_template_version_catalog	FOREIGN KEY
communication_thread_inquiries	fk_comm_thread_inquiry_thread	FOREIGN KEY
communication_thread_internal_conversations	fk_comm_thread_internal_conversation	FOREIGN KEY
communication_thread_internal_conversations	fk_comm_thread_internal_thread	FOREIGN KEY
communication_thread_messages	fk_comm_thread_message_thread	FOREIGN KEY
communication_workflow_instances	fk_comm_workflow_communication	FOREIGN KEY
communication_workflow_instances	fk_comm_workflow_initiator	FOREIGN KEY
contact_directory	fk_contact_directory_department	FOREIGN KEY
external_inbound_media	fk_external_inbound_media_message	FOREIGN KEY
external_inbound_messages	fk_external_inbound_thread	FOREIGN KEY
job_vacancies	fk_job_vacancies_department	FOREIGN KEY
parent_meetings	parent_meetings_ibfk_2	FOREIGN KEY
parent_meetings	parent_meetings_ibfk_3	FOREIGN KEY
parent_meetings	parent_meetings_ibfk_4	FOREIGN KEY
parent_meetings	parent_meetings_ibfk_1	FOREIGN KEY
parent_payment_accounts	fk_parent_payment_account_parent	FOREIGN KEY
parent_pta_memberships	fk_parent_pta_parent	FOREIGN KEY
parent_refund_requests	fk_parent_refund_account	FOREIGN KEY
parent_refund_requests	fk_parent_refund_credit	FOREIGN KEY
parent_refund_requests	fk_parent_refund_disbursement	FOREIGN KEY
parent_refund_requests	fk_parent_refund_parent	FOREIGN KEY
payment_collection_routes	fk_collection_route_provider	FOREIGN KEY
payment_provider_accounts	fk_provider_accounts_provider	FOREIGN KEY
payment_provider_attempts	fk_provider_attempt_payment	FOREIGN KEY
payment_provider_attempts	fk_provider_attempt_provider	FOREIGN KEY
payment_provider_attempts	fk_provider_attempt_disbursement	FOREIGN KEY
payment_provider_callbacks	fk_provider_callback_provider	FOREIGN KEY
payment_routing_references	fk_routing_reference_transport_intent	FOREIGN KEY
payment_routing_references	fk_routing_reference_student	FOREIGN KEY
payment_unmatched_cases	fk_unmatched_provider	FOREIGN KEY
payment_unmatched_cases	fk_unmatched_student	FOREIGN KEY
person_addresses	fk_person_address_person	FOREIGN KEY
person_contact_points	fk_person_contact_person	FOREIGN KEY
person_marital_statuses	fk_person_marital_person	FOREIGN KEY
petty_cash_transactions	fk_petty_cash_vendor	FOREIGN KEY
promotion_rules	fk_promotion_rules_level	FOREIGN KEY
sports_fixtures	sports_fixtures_ibfk_1	FOREIGN KEY
sports_player_stats	sports_player_stats_ibfk_1	FOREIGN KEY
sports_player_stats	sports_player_stats_ibfk_2	FOREIGN KEY
sports_player_stats	sports_player_stats_ibfk_3	FOREIGN KEY
sports_standings	sports_standings_ibfk_1	FOREIGN KEY
sports_teams	sports_teams_ibfk_2	FOREIGN KEY
sports_teams	sports_teams_ibfk_3	FOREIGN KEY
sports_teams	sports_teams_ibfk_1	FOREIGN KEY
sports_team_members	sports_team_members_ibfk_2	FOREIGN KEY
sports_team_members	sports_team_members_ibfk_1	FOREIGN KEY
statutory_remittance_attempts	fk_statutory_attempt_remittance	FOREIGN KEY
statutory_remittance_attempts	fk_statutory_attempt_agency_account	FOREIGN KEY
statutory_remittance_attempts	fk_statutory_attempt_provider	FOREIGN KEY
statutory_remittance_items	fk_remittance_items_payslip	FOREIGN KEY
statutory_remittance_items	fk_remittance_items_remittance	FOREIGN KEY
student_fund_transfers	fk_fund_transfer_source_credit	FOREIGN KEY
student_fund_transfers	fk_fund_transfer_destination_entitlement	FOREIGN KEY
student_fund_transfers	fk_fund_transfer_source_entitlement	FOREIGN KEY
student_fund_transfers	fk_fund_transfer_destination_student	FOREIGN KEY
student_fund_transfers	fk_fund_transfer_source_student	FOREIGN KEY
student_fund_transfers	fk_fund_transfer_parent	FOREIGN KEY
student_fund_transfer_postings	fk_fund_transfer_posting_transfer	FOREIGN KEY
supplier_bank_accounts	fk_supplier_bank_supplier	FOREIGN KEY
supplier_mobile_accounts	fk_supplier_mobile_supplier	FOREIGN KEY
supplier_payment_requests	fk_supplier_payment_supplier	FOREIGN KEY
supplier_payment_requests	fk_supplier_payment_bank	FOREIGN KEY
supplier_payment_requests	fk_supplier_payment_disbursement	FOREIGN KEY
transport_payment_intents	fk_transport_intent_entitlement	FOREIGN KEY
transport_payment_intents	fk_transport_intent_student	FOREIGN KEY
uniform_catalog_carts	fk_uniform_cart_parent	FOREIGN KEY
uniform_catalog_cart_items	fk_uniform_cart_item_size	FOREIGN KEY
uniform_catalog_cart_items	fk_uniform_cart_item_cart	FOREIGN KEY
uniform_catalog_cart_items	fk_uniform_cart_item_product	FOREIGN KEY
uniform_catalog_images	fk_uniform_catalog_image_product	FOREIGN KEY
uniform_catalog_orders	fk_uniform_order_student	FOREIGN KEY
uniform_catalog_orders	fk_uniform_order_cart	FOREIGN KEY
uniform_catalog_orders	fk_uniform_order_parent	FOREIGN KEY
uniform_catalog_order_items	fk_uniform_order_line_product	FOREIGN KEY
uniform_catalog_order_items	fk_uniform_order_line_sale	FOREIGN KEY
uniform_catalog_order_items	fk_uniform_order_line_size	FOREIGN KEY
uniform_catalog_order_items	fk_uniform_order_line_order	FOREIGN KEY
uniform_catalog_products	fk_uniform_catalog_item	FOREIGN KEY
uniform_catalog_wishlists	fk_uniform_wishlist_parent	FOREIGN KEY
uniform_catalog_wishlists	fk_uniform_wishlist_product	FOREIGN KEY
uniform_payment_intents	fk_uniform_intent_sale	FOREIGN KEY
uniform_payment_intents	fk_uniform_intent_student	FOREIGN KEY
uniform_payment_intents	fk_uniform_intent_order	FOREIGN KEY
uniform_payment_records	fk_uniform_payments_sale	FOREIGN KEY
user_passkeys	fk_passkey_user	FOREIGN KEY
user_passkey_challenges	fk_passkey_challenge_user	FOREIGN KEY
user_two_factor_audit_events	fk_2fa_audit_challenge	FOREIGN KEY
user_two_factor_audit_events	fk_2fa_audit_user	FOREIGN KEY
user_two_factor_challenges	fk_challenge_user	FOREIGN KEY
user_two_factor_methods	fk_factor_user	FOREIGN KEY
academic_capacity_config	PRIMARY	PRIMARY KEY
academic_capacity_reservations	PRIMARY	PRIMARY KEY
academic_class_progression	PRIMARY	PRIMARY KEY
academic_years	PRIMARY	PRIMARY KEY
academic_year_archives	PRIMARY	PRIMARY KEY
academic_year_calendar	PRIMARY	PRIMARY KEY
academic_year_calendar_days	PRIMARY	PRIMARY KEY
academic_year_classes	PRIMARY	PRIMARY KEY
academic_year_class_learning_areas	PRIMARY	PRIMARY KEY
academic_year_class_learning_area_teachers	PRIMARY	PRIMARY KEY
academic_year_class_streams	PRIMARY	PRIMARY KEY
academic_year_fee_schedules	PRIMARY	PRIMARY KEY
academic_year_terms	PRIMARY	PRIMARY KEY
activities	PRIMARY	PRIMARY KEY
activity_categories	PRIMARY	PRIMARY KEY
activity_participants	PRIMARY	PRIMARY KEY
activity_resources	PRIMARY	PRIMARY KEY
activity_schedule	PRIMARY	PRIMARY KEY
activity_staff_participants	PRIMARY	PRIMARY KEY
admission_applications	PRIMARY	PRIMARY KEY
admission_decisions	PRIMARY	PRIMARY KEY
admission_documents	PRIMARY	PRIMARY KEY
admission_interviews	PRIMARY	PRIMARY KEY
admission_placement_tests	PRIMARY	PRIMARY KEY
admission_windows	PRIMARY	PRIMARY KEY
albums	PRIMARY	PRIMARY KEY
announcements_bulletin	PRIMARY	PRIMARY KEY
announcement_views	PRIMARY	PRIMARY KEY
annual_scores	PRIMARY	PRIMARY KEY
api_tokens	PRIMARY	PRIMARY KEY
arrears_settlement_plans	PRIMARY	PRIMARY KEY
assessments	PRIMARY	PRIMARY KEY
assessment_benchmarks	PRIMARY	PRIMARY KEY
assessment_history	PRIMARY	PRIMARY KEY
assessment_results	PRIMARY	PRIMARY KEY
assessment_rubrics	PRIMARY	PRIMARY KEY
assessment_tools	PRIMARY	PRIMARY KEY
assessment_types	PRIMARY	PRIMARY KEY
assessment_type_classifications	PRIMARY	PRIMARY KEY
asset_categories	PRIMARY	PRIMARY KEY
asset_disposals	PRIMARY	PRIMARY KEY
assignments	PRIMARY	PRIMARY KEY
assignment_submissions	PRIMARY	PRIMARY KEY
attendance_sessions	PRIMARY	PRIMARY KEY
bank_accounts	PRIMARY	PRIMARY KEY
bank_transactions	PRIMARY	PRIMARY KEY
blocked_devices	PRIMARY	PRIMARY KEY
blocked_ips	PRIMARY	PRIMARY KEY
boarding_attendance	PRIMARY	PRIMARY KEY
budgets	PRIMARY	PRIMARY KEY
budget_amendments	PRIMARY	PRIMARY KEY
budget_line_items	PRIMARY	PRIMARY KEY
calendar_day_types	PRIMARY	PRIMARY KEY
careers_benefits	PRIMARY	PRIMARY KEY
cash_reconciliation_sessions	PRIMARY	PRIMARY KEY
catering_meal_statuses	PRIMARY	PRIMARY KEY
classes	PRIMARY	PRIMARY KEY
class_promotion_queue	PRIMARY	PRIMARY KEY
communications	PRIMARY	PRIMARY KEY
communication_attachments	PRIMARY	PRIMARY KEY
communication_attachment_channels	PRIMARY	PRIMARY KEY
communication_audit_events	PRIMARY	PRIMARY KEY
communication_business_events	PRIMARY	PRIMARY KEY
communication_consents	PRIMARY	PRIMARY KEY
communication_delivery_attempts	PRIMARY	PRIMARY KEY
communication_event_exam_workflows	PRIMARY	PRIMARY KEY
communication_event_fee_students	PRIMARY	PRIMARY KEY
communication_event_inquiries	PRIMARY	PRIMARY KEY
communication_event_messages	PRIMARY	PRIMARY KEY
communication_event_school_events	PRIMARY	PRIMARY KEY
communication_groups	PRIMARY	PRIMARY KEY
communication_preferences	PRIMARY	PRIMARY KEY
communication_recipients	PRIMARY	PRIMARY KEY
communication_recipient_endpoints	PRIMARY	PRIMARY KEY
communication_template_catalog	PRIMARY	PRIMARY KEY
communication_template_channels	PRIMARY	PRIMARY KEY
communication_template_values	PRIMARY	PRIMARY KEY
communication_template_variables	PRIMARY	PRIMARY KEY
communication_template_versions	PRIMARY	PRIMARY KEY
communication_threads	PRIMARY	PRIMARY KEY
communication_thread_inquiries	PRIMARY	PRIMARY KEY
communication_thread_internal_conversations	PRIMARY	PRIMARY KEY
communication_thread_messages	PRIMARY	PRIMARY KEY
communication_workflow_instances	PRIMARY	PRIMARY KEY
conduct_tracking	PRIMARY	PRIMARY KEY
contact_directory	PRIMARY	PRIMARY KEY
contact_inquiries	PRIMARY	PRIMARY KEY
conversation_participants	PRIMARY	PRIMARY KEY
core_competencies	PRIMARY	PRIMARY KEY
core_values	PRIMARY	PRIMARY KEY
counseling_cases	PRIMARY	PRIMARY KEY
counseling_sessions	PRIMARY	PRIMARY KEY
csl_activities	PRIMARY	PRIMARY KEY
daily_meal_allocations	PRIMARY	PRIMARY KEY
dashboards	PRIMARY	PRIMARY KEY
deduction_types	PRIMARY	PRIMARY KEY
departments	PRIMARY	PRIMARY KEY
department_attendance_rules	PRIMARY	PRIMARY KEY
depreciation_schedule	PRIMARY	PRIMARY KEY
disbursement_transactions	PRIMARY	PRIMARY KEY
discipline_incidents	PRIMARY	PRIMARY KEY
dormitories	PRIMARY	PRIMARY KEY
dormitory_assignments	PRIMARY	PRIMARY KEY
emergency_contacts	PRIMARY	PRIMARY KEY
equipment_maintenance	PRIMARY	PRIMARY KEY
equipment_maintenance_types	PRIMARY	PRIMARY KEY
exam_schedules	PRIMARY	PRIMARY KEY
expenses	PRIMARY	PRIMARY KEY
expense_categories	PRIMARY	PRIMARY KEY
external_emails	PRIMARY	PRIMARY KEY
external_inbound_media	PRIMARY	PRIMARY KEY
external_inbound_messages	PRIMARY	PRIMARY KEY
external_institutions	PRIMARY	PRIMARY KEY
fee_catalog	PRIMARY	PRIMARY KEY
fee_credit_notes	PRIMARY	PRIMARY KEY
fee_discounts_waivers	PRIMARY	PRIMARY KEY
fee_reminders	PRIMARY	PRIMARY KEY
fee_types	PRIMARY	PRIMARY KEY
financial_periods	PRIMARY	PRIMARY KEY
fixed_assets	PRIMARY	PRIMARY KEY
food_consumption_records	PRIMARY	PRIMARY KEY
formative_scores	PRIMARY	PRIMARY KEY
form_permissions	PRIMARY	PRIMARY KEY
forum_posts	PRIMARY	PRIMARY KEY
forum_threads	PRIMARY	PRIMARY KEY
gallery_items	PRIMARY	PRIMARY KEY
grade_rules	PRIMARY	PRIMARY KEY
grading_comments	PRIMARY	PRIMARY KEY
grading_scales	PRIMARY	PRIMARY KEY
group_members	PRIMARY	PRIMARY KEY
ieps	PRIMARY	PRIMARY KEY
internal_conversations	PRIMARY	PRIMARY KEY
internal_messages	PRIMARY	PRIMARY KEY
inventory_allocations	PRIMARY	PRIMARY KEY
inventory_categories	PRIMARY	PRIMARY KEY
inventory_counts	PRIMARY	PRIMARY KEY
inventory_count_items	PRIMARY	PRIMARY KEY
inventory_departments	PRIMARY	PRIMARY KEY
inventory_items	PRIMARY	PRIMARY KEY
inventory_locations	PRIMARY	PRIMARY KEY
inventory_transactions	PRIMARY	PRIMARY KEY
item_batches	PRIMARY	PRIMARY KEY
item_serials	PRIMARY	PRIMARY KEY
job_applications	PRIMARY	PRIMARY KEY
job_vacancies	PRIMARY	PRIMARY KEY
kpi_achievements	PRIMARY	PRIMARY KEY
kpi_definitions	PRIMARY	PRIMARY KEY
kpi_targets	PRIMARY	PRIMARY KEY
leadership_team	PRIMARY	PRIMARY KEY
learner_competencies	PRIMARY	PRIMARY KEY
learner_csl_participation	PRIMARY	PRIMARY KEY
learner_pci_awareness	PRIMARY	PRIMARY KEY
learner_values_acquisition	PRIMARY	PRIMARY KEY
learning_areas	PRIMARY	PRIMARY KEY
learning_outcomes	PRIMARY	PRIMARY KEY
leave_types	PRIMARY	PRIMARY KEY
lesson_deliveries	PRIMARY	PRIMARY KEY
lesson_observations	PRIMARY	PRIMARY KEY
lesson_plans	PRIMARY	PRIMARY KEY
lesson_templates	PRIMARY	PRIMARY KEY
lesson_template_learning_outcomes	PRIMARY	PRIMARY KEY
library_books	PRIMARY	PRIMARY KEY
library_categories	PRIMARY	PRIMARY KEY
library_fines	PRIMARY	PRIMARY KEY
library_issues	PRIMARY	PRIMARY KEY
meal_plans	PRIMARY	PRIMARY KEY
media_files	PRIMARY	PRIMARY KEY
menu_items	PRIMARY	PRIMARY KEY
menu_item_ingredients	PRIMARY	PRIMARY KEY
message_read_status	PRIMARY	PRIMARY KEY
message_templates	PRIMARY	PRIMARY KEY
migrations	PRIMARY	PRIMARY KEY
mpesa_transactions	PRIMARY	PRIMARY KEY
national_exam_results	PRIMARY	PRIMARY KEY
newsletter_subscribers	PRIMARY	PRIMARY KEY
news_articles	PRIMARY	PRIMARY KEY
news_categories	PRIMARY	PRIMARY KEY
notifications	PRIMARY	PRIMARY KEY
number_sequences	PRIMARY	PRIMARY KEY
onboarding_documents	PRIMARY	PRIMARY KEY
onboarding_tasks	PRIMARY	PRIMARY KEY
onboarding_task_templates	PRIMARY	PRIMARY KEY
outbound_messages	PRIMARY	PRIMARY KEY
page_downloads	PRIMARY	PRIMARY KEY
parents	PRIMARY	PRIMARY KEY
parent_meetings	PRIMARY	PRIMARY KEY
parent_payment_accounts	PRIMARY	PRIMARY KEY
parent_pta_memberships	PRIMARY	PRIMARY KEY
parent_refund_requests	PRIMARY	PRIMARY KEY
password_history	PRIMARY	PRIMARY KEY
password_resets	PRIMARY	PRIMARY KEY
past_papers	PRIMARY	PRIMARY KEY
payments	PRIMARY	PRIMARY KEY
payment_collection_routes	PRIMARY	PRIMARY KEY
payment_providers	PRIMARY	PRIMARY KEY
payment_provider_accounts	PRIMARY	PRIMARY KEY
payment_provider_attempts	PRIMARY	PRIMARY KEY
payment_provider_callbacks	PRIMARY	PRIMARY KEY
payment_reconciliations	PRIMARY	PRIMARY KEY
payment_routing_references	PRIMARY	PRIMARY KEY
payment_unmatched_cases	PRIMARY	PRIMARY KEY
payroll_configurations	PRIMARY	PRIMARY KEY
payroll_runs	PRIMARY	PRIMARY KEY
payslips	PRIMARY	PRIMARY KEY
payslip_items	PRIMARY	PRIMARY KEY
pcis	PRIMARY	PRIMARY KEY
performance_levels_cbc	PRIMARY	PRIMARY KEY
performance_ratings	PRIMARY	PRIMARY KEY
performance_reviews	PRIMARY	PRIMARY KEY
performance_review_kpis	PRIMARY	PRIMARY KEY
permissions	PRIMARY	PRIMARY KEY
permission_delegations	PRIMARY	PRIMARY KEY
persons	PRIMARY	PRIMARY KEY
person_addresses	PRIMARY	PRIMARY KEY
person_contact_points	PRIMARY	PRIMARY KEY
person_marital_statuses	PRIMARY	PRIMARY KEY
petty_cash_funds	PRIMARY	PRIMARY KEY
petty_cash_reconciliations	PRIMARY	PRIMARY KEY
petty_cash_transactions	PRIMARY	PRIMARY KEY
placement_offers	PRIMARY	PRIMARY KEY
portfolios	PRIMARY	PRIMARY KEY
portfolio_artifacts	PRIMARY	PRIMARY KEY
promotion_batches	PRIMARY	PRIMARY KEY
promotion_rules	PRIMARY	PRIMARY KEY
purchase_orders	PRIMARY	PRIMARY KEY
qr_scan_events	PRIMARY	PRIMARY KEY
record_permissions	PRIMARY	PRIMARY KEY
refresh_tokens	PRIMARY	PRIMARY KEY
requisitions	PRIMARY	PRIMARY KEY
requisition_items	PRIMARY	PRIMARY KEY
roles	PRIMARY	PRIMARY KEY
role_dashboards	PRIMARY	PRIMARY KEY
role_delegations	PRIMARY	PRIMARY KEY
role_permissions	PRIMARY	PRIMARY KEY
role_routes	PRIMARY	PRIMARY KEY
role_sidebar_menus	PRIMARY	PRIMARY KEY
rooms	PRIMARY	PRIMARY KEY
routes_registry	PRIMARY	PRIMARY KEY
route_permissions	PRIMARY	PRIMARY KEY
route_schedules	PRIMARY	PRIMARY KEY
schema_discovery_cache	PRIMARY	PRIMARY KEY
schemes_of_work	PRIMARY	PRIMARY KEY
scheme_templates	PRIMARY	PRIMARY KEY
scheme_template_learning_outcomes	PRIMARY	PRIMARY KEY
school_configuration	PRIMARY	PRIMARY KEY
school_content	PRIMARY	PRIMARY KEY
school_events	PRIMARY	PRIMARY KEY
school_facilities	PRIMARY	PRIMARY KEY
school_history	PRIMARY	PRIMARY KEY
school_holidays	PRIMARY	PRIMARY KEY
school_levels	PRIMARY	PRIMARY KEY
school_programs	PRIMARY	PRIMARY KEY
school_settings	PRIMARY	PRIMARY KEY
school_transactions	PRIMARY	PRIMARY KEY
school_values	PRIMARY	PRIMARY KEY
school_week_config	PRIMARY	PRIMARY KEY
sidebar_menu_items	PRIMARY	PRIMARY KEY
sports_fixtures	PRIMARY	PRIMARY KEY
sports_player_stats	PRIMARY	PRIMARY KEY
sports_standings	PRIMARY	PRIMARY KEY
sports_teams	PRIMARY	PRIMARY KEY
sports_team_members	PRIMARY	PRIMARY KEY
staff	PRIMARY	PRIMARY KEY
staff_allowances	PRIMARY	PRIMARY KEY
staff_appointments	PRIMARY	PRIMARY KEY
staff_appointment_approvals	PRIMARY	PRIMARY KEY
staff_attendance	PRIMARY	PRIMARY KEY
staff_attendance_profiles	PRIMARY	PRIMARY KEY
staff_categories	PRIMARY	PRIMARY KEY
staff_children	PRIMARY	PRIMARY KEY
staff_contracts	PRIMARY	PRIMARY KEY
staff_deductions	PRIMARY	PRIMARY KEY
staff_department_assignments	PRIMARY	PRIMARY KEY
staff_duty_roster	PRIMARY	PRIMARY KEY
staff_duty_types	PRIMARY	PRIMARY KEY
staff_employment_profiles	PRIMARY	PRIMARY KEY
staff_experience	PRIMARY	PRIMARY KEY
staff_id_cards	PRIMARY	PRIMARY KEY
staff_import_batches	PRIMARY	PRIMARY KEY
staff_import_rows	PRIMARY	PRIMARY KEY
staff_incident_reports	PRIMARY	PRIMARY KEY
staff_kpi_templates	PRIMARY	PRIMARY KEY
staff_leaves	PRIMARY	PRIMARY KEY
staff_lifecycle_actions	PRIMARY	PRIMARY KEY
staff_loans	PRIMARY	PRIMARY KEY
staff_meetings	PRIMARY	PRIMARY KEY
staff_meeting_attendees	PRIMARY	PRIMARY KEY
staff_offboarding	PRIMARY	PRIMARY KEY
staff_off_day_patterns	PRIMARY	PRIMARY KEY
staff_payroll_profiles	PRIMARY	PRIMARY KEY
staff_probation_reviews	PRIMARY	PRIMARY KEY
staff_promotions	PRIMARY	PRIMARY KEY
staff_qualifications	PRIMARY	PRIMARY KEY
staff_salary_advances	PRIMARY	PRIMARY KEY
staff_shift_assignments	PRIMARY	PRIMARY KEY
staff_types	PRIMARY	PRIMARY KEY
statutory_agency_accounts	PRIMARY	PRIMARY KEY
statutory_remittances	PRIMARY	PRIMARY KEY
statutory_remittance_attempts	PRIMARY	PRIMARY KEY
statutory_remittance_items	PRIMARY	PRIMARY KEY
storage_locations	PRIMARY	PRIMARY KEY
strands	PRIMARY	PRIMARY KEY
strand_competency	PRIMARY	PRIMARY KEY
streams	PRIMARY	PRIMARY KEY
students	PRIMARY	PRIMARY KEY
student_academic_enrollments	PRIMARY	PRIMARY KEY
student_attendance	PRIMARY	PRIMARY KEY
student_boarding_notes	PRIMARY	PRIMARY KEY
student_clearances	PRIMARY	PRIMARY KEY
student_fee_obligations	PRIMARY	PRIMARY KEY
student_fund_transfers	PRIMARY	PRIMARY KEY
student_fund_transfer_postings	PRIMARY	PRIMARY KEY
student_health_records	PRIMARY	PRIMARY KEY
student_health_reviews	PRIMARY	PRIMARY KEY
student_health_visits	PRIMARY	PRIMARY KEY
student_id_cards	PRIMARY	PRIMARY KEY
student_id_card_history	PRIMARY	PRIMARY KEY
student_meal_profiles	PRIMARY	PRIMARY KEY
student_parents	PRIMARY	PRIMARY KEY
student_permissions	PRIMARY	PRIMARY KEY
student_permission_types	PRIMARY	PRIMARY KEY
student_suspensions	PRIMARY	PRIMARY KEY
student_transitions	PRIMARY	PRIMARY KEY
student_transport_assignments	PRIMARY	PRIMARY KEY
student_transport_attendance	PRIMARY	PRIMARY KEY
student_transport_entitlements	PRIMARY	PRIMARY KEY
student_transport_incidents	PRIMARY	PRIMARY KEY
student_transport_notes	PRIMARY	PRIMARY KEY
student_types	PRIMARY	PRIMARY KEY
student_uniforms	PRIMARY	PRIMARY KEY
student_vaccinations	PRIMARY	PRIMARY KEY
student_welfare_cases	PRIMARY	PRIMARY KEY
student_welfare_notes	PRIMARY	PRIMARY KEY
subject_time_allocations	PRIMARY	PRIMARY KEY
sub_strands	PRIMARY	PRIMARY KEY
sub_strand_competencies	PRIMARY	PRIMARY KEY
sub_strand_key_inquiry_questions	PRIMARY	PRIMARY KEY
sub_strand_pci_issues	PRIMARY	PRIMARY KEY
sub_strand_rubrics	PRIMARY	PRIMARY KEY
sub_strand_suggested_experiences	PRIMARY	PRIMARY KEY
sub_strand_values	PRIMARY	PRIMARY KEY
supervision_rosters	PRIMARY	PRIMARY KEY
suppliers	PRIMARY	PRIMARY KEY
supplier_bank_accounts	PRIMARY	PRIMARY KEY
supplier_mobile_accounts	PRIMARY	PRIMARY KEY
supplier_payment_requests	PRIMARY	PRIMARY KEY
system_access_policies	PRIMARY	PRIMARY KEY
system_alerts	PRIMARY	PRIMARY KEY
system_api_metrics	PRIMARY	PRIMARY KEY
system_background_jobs	PRIMARY	PRIMARY KEY
system_backups	PRIMARY	PRIMARY KEY
system_domain_isolation_rules	PRIMARY	PRIMARY KEY
system_feature_flags	PRIMARY	PRIMARY KEY
system_ip_rules	PRIMARY	PRIMARY KEY
system_maintenance_windows	PRIMARY	PRIMARY KEY
system_migration_history	PRIMARY	PRIMARY KEY
system_modules	PRIMARY	PRIMARY KEY
system_policies	PRIMARY	PRIMARY KEY
system_policy_violations	PRIMARY	PRIMARY KEY
system_rate_limit_rules	PRIMARY	PRIMARY KEY
system_retention_policies	PRIMARY	PRIMARY KEY
system_route_access_rules	PRIMARY	PRIMARY KEY
system_security_incidents	PRIMARY	PRIMARY KEY
system_time_bound_access	PRIMARY	PRIMARY KEY
system_webhooks	PRIMARY	PRIMARY KEY
tax_brackets	PRIMARY	PRIMARY KEY
tax_withholding_history	PRIMARY	PRIMARY KEY
teaching_materials	PRIMARY	PRIMARY KEY
template_categories	PRIMARY	PRIMARY KEY
terms	PRIMARY	PRIMARY KEY
term_consolidations	PRIMARY	PRIMARY KEY
term_subject_scores	PRIMARY	PRIMARY KEY
timetable_changes	PRIMARY	PRIMARY KEY
timetable_conflicts	PRIMARY	PRIMARY KEY
timetable_entries	PRIMARY	PRIMARY KEY
timetable_templates	PRIMARY	PRIMARY KEY
time_slots	PRIMARY	PRIMARY KEY
transport_access_overrides	PRIMARY	PRIMARY KEY
transport_bill_payments	PRIMARY	PRIMARY KEY
transport_entitlement_payments	PRIMARY	PRIMARY KEY
transport_entitlement_payment_allocations	PRIMARY	PRIMARY KEY
transport_entitlement_periods	PRIMARY	PRIMARY KEY
transport_monthly_bills	PRIMARY	PRIMARY KEY
transport_payment_intents	PRIMARY	PRIMARY KEY
transport_routes	PRIMARY	PRIMARY KEY
transport_schedules	PRIMARY	PRIMARY KEY
transport_stops	PRIMARY	PRIMARY KEY
transport_vehicles	PRIMARY	PRIMARY KEY
transport_vehicle_routes	PRIMARY	PRIMARY KEY
uniform_catalog_carts	PRIMARY	PRIMARY KEY
uniform_catalog_cart_items	PRIMARY	PRIMARY KEY
uniform_catalog_images	PRIMARY	PRIMARY KEY
uniform_catalog_orders	PRIMARY	PRIMARY KEY
uniform_catalog_order_items	PRIMARY	PRIMARY KEY
uniform_catalog_products	PRIMARY	PRIMARY KEY
uniform_catalog_wishlists	PRIMARY	PRIMARY KEY
uniform_payment_intents	PRIMARY	PRIMARY KEY
uniform_payment_records	PRIMARY	PRIMARY KEY
uniform_sales	PRIMARY	PRIMARY KEY
uniform_sizes	PRIMARY	PRIMARY KEY
users	PRIMARY	PRIMARY KEY
user_2fa_backup_codes	PRIMARY	PRIMARY KEY
user_2fa_otp_sessions	PRIMARY	PRIMARY KEY
user_invitations	PRIMARY	PRIMARY KEY
user_passkeys	PRIMARY	PRIMARY KEY
user_passkey_challenges	PRIMARY	PRIMARY KEY
user_permissions	PRIMARY	PRIMARY KEY
user_roles	PRIMARY	PRIMARY KEY
user_routes	PRIMARY	PRIMARY KEY
user_sessions	PRIMARY	PRIMARY KEY
user_two_factor_audit_events	PRIMARY	PRIMARY KEY
user_two_factor_challenges	PRIMARY	PRIMARY KEY
user_two_factor_methods	PRIMARY	PRIMARY KEY
vehicle_maintenance	PRIMARY	PRIMARY KEY
widgets	PRIMARY	PRIMARY KEY
workflow_definitions	PRIMARY	PRIMARY KEY
workflow_history	PRIMARY	PRIMARY KEY
workflow_instances	PRIMARY	PRIMARY KEY
workflow_notifications	PRIMARY	PRIMARY KEY
workflow_stages	PRIMARY	PRIMARY KEY
workflow_stage_history	PRIMARY	PRIMARY KEY
workflow_stage_permissions	PRIMARY	PRIMARY KEY
academic_capacity_config	uk_year_config	UNIQUE
academic_capacity_reservations	uk_application	UNIQUE
academic_class_progression	uk_progression	UNIQUE
academic_years	uk_year_code	UNIQUE
academic_year_archives	uk_academic_year	UNIQUE
academic_year_calendar	uk_term_week	UNIQUE
academic_year_calendar_days	uk_calendar_date	UNIQUE
academic_year_classes	uk_year_class	UNIQUE
academic_year_class_learning_areas	uk_year_class_area	UNIQUE
academic_year_class_learning_area_teachers	uk_area_term_staff	UNIQUE
academic_year_class_streams	uk_year_class_stream	UNIQUE
academic_year_fee_schedules	uk_year_term_class_type_fee	UNIQUE
academic_year_terms	uk_year_term	UNIQUE
activity_categories	uk_name	UNIQUE
activity_participants	uk_activity_student	UNIQUE
admission_applications	uk_application_no	UNIQUE
announcement_views	uk_announcement_viewer	UNIQUE
annual_scores	uk_student_year	UNIQUE
